image_name,strategy,direct_accuracy,neighbor_accuracy,ssim
image_53.jpg,random_fixed_9,0.3125,0.2857,0.5134
image_54.jpg,random,0.0781,0.3482,0.3533
image_54.jpg,center_fixed,0.0312,0.2679,0.2916
image_54.jpg,boundary_fixed,0.7031,0.5893,0.8574
image_54.jpg,random_fixed_3,0.2188,0.2589,0.5889
image_54.jpg,random_fixed_6,0.4688,0.3482,0.7021
image_54.jpg,random_fixed_9,0.4219,0.3661,0.6920
image_55.jpg,random,0.0000,0.4018,0.5778
image_55.jpg,center_fixed,0.1562,0.3214,0.6559
image_55.jpg,boundary_fixed,0.8438,0.7411,0.9607
image_55.jpg,random_fixed_3,0.3281,0.3214,0.7248
image_55.jpg,random_fixed_6,0.3125,0.2857,0.7014
image_55.jpg,random_fixed_9,0.5156,0.4286,0.8509
image_56.jpg,random,0.0312,0.1071,0.2807
image_56.jpg,center_fixed,0.0625,0.2143,0.3579
image_56.jpg,boundary_fixed,0.5469,0.4286,0.6289
image_56.jpg,random_fixed_3,0.0469,0.1786,0.3353
image_56.jpg,random_fixed_6,0.1875,0.1250,0.4518
image_56.jpg,random_fixed_9,0.2344,0.2054,0.4871
image_57.jpg,random,0.0156,0.1250,0.2150
image_57.jpg,center_fixed,0.0625,0.2679,0.2872
image_57.jpg,boundary_fixed,0.5938,0.4821,0.6924
image_57.jpg,random_fixed_3,0.0781,0.1429,0.2666
image_57.jpg,random_fixed_6,0.3750,0.4018,0.4866
image_57.jpg,random_fixed_9,0.6094,0.4911,0.6965
image_58.jpg,random,0.0000,0.3661,0.1227
image_58.jpg,center_fixed,0.2188,0.3214,0.3599
image_58.jpg,boundary_fixed,0.5781,0.4464,0.5849
image_58.jpg,random_fixed_3,0.0938,0.2679,0.1762
image_58.jpg,random_fixed_6,0.4688,0.3929,0.5497
image_58.jpg,random_fixed_9,0.4219,0.3661,0.4735
image_59.jpg,random,0.0312,0.3393,0.2135
image_59.jpg,center_fixed,0.0312,0.3393,0.2135
image_59.jpg,boundary_fixed,0.7344,0.6250,0.7617
image_59.jpg,random_fixed_3,0.3906,0.3839,0.4796
image_59.jpg,random_fixed_6,0.6406,0.5893,0.6933
image_59.jpg,random_fixed_9,0.7969,0.6786,0.8221
image_6.jpg,random,0.0000,0.2589,0.4557
image_6.jpg,center_fixed,0.0938,0.3661,0.6184
image_6.jpg,boundary_fixed,0.5625,0.5089,0.7728
image_6.jpg,random_fixed_3,0.1562,0.2589,0.5622
image_6.jpg,random_fixed_6,0.3594,0.2768,0.6449
image_6.jpg,random_fixed_9,0.5625,0.4375,0.6739
image_60.jpg,random,0.0156,0.2589,0.1495
image_60.jpg,center_fixed,0.0938,0.3304,0.2325
image_60.jpg,boundary_fixed,0.5938,0.4911,0.6362
image_60.jpg,random_fixed_3,0.0469,0.1786,0.1446
image_60.jpg,random_fixed_6,0.1719,0.1250,0.2891
image_60.jpg,random_fixed_9,0.4219,0.3125,0.5089
image_61.jpg,random,0.0156,0.2500,0.5770
image_61.jpg,center_fixed,0.1250,0.2589,0.6838
image_61.jpg,boundary_fixed,0.5938,0.5000,0.8038
image_61.jpg,random_fixed_3,0.1875,0.2768,0.7051
image_61.jpg,random_fixed_6,0.1875,0.1429,0.6742
image_61.jpg,random_fixed_9,0.5000,0.4286,0.8293
image_62.jpg,random,0.0625,0.2679,0.5426
image_62.jpg,center_fixed,0.0469,0.1875,0.5846
image_62.jpg,boundary_fixed,0.6406,0.4732,0.7940
image_62.jpg,random_fixed_3,0.1562,0.2321,0.6625
image_62.jpg,random_fixed_6,0.4375,0.3214,0.6942
image_62.jpg,random_fixed_9,0.4688,0.3304,0.7509
image_63.jpg,random,0.0000,0.3036,0.4347
image_63.jpg,center_fixed,0.0781,0.3482,0.5273
image_63.jpg,boundary_fixed,0.9062,0.8661,0.9252
image_63.jpg,random_fixed_3,0.3594,0.4911,0.6263
image_63.jpg,random_fixed_6,0.6562,0.6786,0.8555
image_63.jpg,random_fixed_9,0.5156,0.4732,0.6562
image_64.jpg,random,0.0312,0.1696,0.2073
image_64.jpg,center_fixed,0.1875,0.2054,0.3361
image_64.jpg,boundary_fixed,0.5781,0.4643,0.6088
image_64.jpg,random_fixed_3,0.2031,0.1964,0.3565
image_64.jpg,random_fixed_6,0.1250,0.0893,0.2867
image_64.jpg,random_fixed_9,0.3281,0.2768,0.4387
image_65.jpg,random,0.0000,0.2054,0.2016
image_65.jpg,center_fixed,0.0469,0.2768,0.2531
image_65.jpg,boundary_fixed,0.5781,0.4375,0.6306
image_65.jpg,random_fixed_3,0.1562,0.2500,0.2654
image_65.jpg,random_fixed_6,0.3281,0.2768,0.4660
image_65.jpg,random_fixed_9,0.3906,0.2768,0.4817
image_66.jpg,random,0.0000,0.3393,0.1634
image_66.jpg,center_fixed,0.0625,0.3393,0.2571
image_66.jpg,boundary_fixed,0.8125,0.6964,0.8261
image_66.jpg,random_fixed_3,0.2188,0.3482,0.3513
image_66.jpg,random_fixed_6,0.2500,0.3214,0.4182
image_66.jpg,random_fixed_9,0.4688,0.3661,0.5915
image_67.jpg,random,0.0156,0.2232,0.2891
image_67.jpg,center_fixed,0.0156,0.2768,0.2794
image_67.jpg,boundary_fixed,0.7656,0.6429,0.8360
image_67.jpg,random_fixed_3,0.1719,0.3036,0.4207
image_67.jpg,random_fixed_6,0.4688,0.4464,0.6320
image_67.jpg,random_fixed_9,0.4219,0.3661,0.6405
image_68.jpg,random,0.0000,0.1786,0.7400
image_68.jpg,center_fixed,0.0312,0.2768,0.7717
image_68.jpg,boundary_fixed,0.5938,0.4464,0.8923
image_68.jpg,random_fixed_3,0.0938,0.1518,0.7869
image_68.jpg,random_fixed_6,0.2969,0.2054,0.8770
image_68.jpg,random_fixed_9,0.2031,0.1071,0.7944
image_69.jpg,random,0.0156,0.2232,0.3800
image_69.jpg,center_fixed,0.1406,0.2679,0.5549
image_69.jpg,boundary_fixed,0.6250,0.5536,0.7492
image_69.jpg,random_fixed_3,0.2031,0.2321,0.5319
image_69.jpg,random_fixed_6,0.2344,0.1607,0.6570
image_69.jpg,random_fixed_9,0.5312,0.3929,0.7910
image_7.jpg,random,0.0000,0.2143,0.4897
image_7.jpg,center_fixed,0.2344,0.2500,0.6787
image_7.jpg,boundary_fixed,0.5469,0.4375,0.6673
image_7.jpg,random_fixed_3,0.0781,0.1964,0.5780
image_7.jpg,random_fixed_6,0.1562,0.2143,0.6186
image_7.jpg,random_fixed_9,0.2969,0.2232,0.6757
image_70.jpg,random,0.0000,0.2500,0.6469
image_70.jpg,center_fixed,0.5000,0.5446,0.8914
image_70.jpg,boundary_fixed,0.5938,0.5000,0.7708
image_70.jpg,random_fixed_3,0.4062,0.3839,0.7975
image_70.jpg,random_fixed_6,0.2656,0.3036,0.8130
image_70.jpg,random_fixed_9,0.5781,0.4464,0.8270
image_71.jpg,random,0.0781,0.1964,0.4920
image_71.jpg,center_fixed,0.0469,0.1429,0.4285
image_71.jpg,boundary_fixed,0.6094,0.4821,0.7397
image_71.jpg,random_fixed_3,0.1094,0.1429,0.4294
image_71.jpg,random_fixed_6,0.1562,0.1518,0.5110
image_71.jpg,random_fixed_9,0.3281,0.2411,0.6492
image_72.jpg,random,0.0000,0.2679,0.6017
image_72.jpg,center_fixed,0.2188,0.3571,0.6546
image_72.jpg,boundary_fixed,0.5938,0.4554,0.8348
image_72.jpg,random_fixed_3,0.2500,0.2768,0.6498
image_72.jpg,random_fixed_6,0.2500,0.1964,0.6920
image_72.jpg,random_fixed_9,0.4062,0.3839,0.7433
image_73.jpg,random,0.0000,0.2500,0.1546
image_73.jpg,center_fixed,0.0469,0.2232,0.3069
image_73.jpg,boundary_fixed,0.6250,0.5268,0.6718
image_73.jpg,random_fixed_3,0.4375,0.3304,0.5870
image_73.jpg,random_fixed_6,0.5469,0.4554,0.6918
image_73.jpg,random_fixed_9,0.5781,0.3929,0.7207
image_74.jpg,random,0.0156,0.2411,0.6323
image_74.jpg,center_fixed,0.0312,0.2946,0.6740
image_74.jpg,boundary_fixed,0.6094,0.5268,0.8227
image_74.jpg,random_fixed_3,0.4531,0.4196,0.8458
image_74.jpg,random_fixed_6,0.3750,0.3393,0.7790
image_74.jpg,random_fixed_9,0.3750,0.4107,0.7544
image_75.jpg,random,0.0156,0.2768,0.3408
image_75.jpg,center_fixed,0.2500,0.3393,0.5386
image_75.jpg,boundary_fixed,0.8125,0.6786,0.9003
image_75.jpg,random_fixed_3,0.2656,0.3125,0.5115
image_75.jpg,random_fixed_6,0.3125,0.2946,0.5366
image_75.jpg,random_fixed_9,0.3438,0.3393,0.5611
image_76.jpg,random,0.0469,0.2946,0.5147
image_76.jpg,center_fixed,0.1406,0.4107,0.6609
image_76.jpg,boundary_fixed,0.7656,0.6875,0.8921
image_76.jpg,random_fixed_3,0.0781,0.2768,0.5899
image_76.jpg,random_fixed_6,0.4375,0.4107,0.7965
image_76.jpg,random_fixed_9,0.3594,0.4286,0.7950
image_77.jpg,random,0.0312,0.2411,0.2431
image_77.jpg,center_fixed,0.0781,0.2054,0.3277
image_77.jpg,boundary_fixed,0.6562,0.5804,0.8157
image_77.jpg,random_fixed_3,0.3906,0.4375,0.5451
image_77.jpg,random_fixed_6,0.3125,0.2589,0.5154
image_77.jpg,random_fixed_9,0.5312,0.3750,0.6537
image_78.jpg,random,0.0156,0.3214,0.1325
image_78.jpg,center_fixed,0.2031,0.2589,0.3477
image_78.jpg,boundary_fixed,0.7500,0.6071,0.7681
image_78.jpg,random_fixed_3,0.2500,0.2679,0.3816
image_78.jpg,random_fixed_6,0.1562,0.2321,0.3085
image_78.jpg,random_fixed_9,0.3438,0.2589,0.4293
image_79.jpg,random,0.0000,0.2411,0.2881
image_79.jpg,center_fixed,0.2344,0.1429,0.5323
image_79.jpg,boundary_fixed,0.5469,0.4464,0.7219
image_79.jpg,random_fixed_3,0.0469,0.1429,0.4619
image_79.jpg,random_fixed_6,0.2656,0.2232,0.5249
image_79.jpg,random_fixed_9,0.3281,0.2589,0.6736
image_8.jpg,random,0.0156,0.3214,0.3229
image_8.jpg,center_fixed,0.2031,0.3482,0.4357
image_8.jpg,boundary_fixed,0.8438,0.8036,0.8735
image_8.jpg,random_fixed_3,0.2188,0.2857,0.4416
image_8.jpg,random_fixed_6,0.4062,0.3393,0.5646
image_8.jpg,random_fixed_9,0.4844,0.4375,0.6271
image_80.jpg,random,0.0000,0.2768,0.3269
image_80.jpg,center_fixed,0.0781,0.3036,0.5061
image_80.jpg,boundary_fixed,0.5938,0.5000,0.8003
image_80.jpg,random_fixed_3,0.1094,0.2321,0.5008
image_80.jpg,random_fixed_6,0.3438,0.3571,0.7167
image_80.jpg,random_fixed_9,0.4219,0.3482,0.6826
image_81.jpg,random,0.0000,0.4196,0.5363
image_81.jpg,center_fixed,0.3594,0.4286,0.7964
image_81.jpg,boundary_fixed,0.8906,0.8393,0.9284
image_81.jpg,random_fixed_3,0.2344,0.3125,0.6763
image_81.jpg,random_fixed_6,0.5625,0.5357,0.8638
image_81.jpg,random_fixed_9,0.6094,0.5446,0.8786
image_82.jpg,random,0.0000,0.4018,0.5680
image_82.jpg,center_fixed,0.2812,0.3125,0.6555
image_82.jpg,boundary_fixed,0.9688,0.9286,0.9857
image_82.jpg,random_fixed_3,0.5156,0.4732,0.7827
image_82.jpg,random_fixed_6,0.4375,0.4018,0.7654
image_82.jpg,random_fixed_9,0.6562,0.6250,0.8554
image_83.jpg,random,0.0000,0.1875,0.2233
image_83.jpg,center_fixed,0.1719,0.3214,0.3793
image_83.jpg,boundary_fixed,0.6094,0.4643,0.6805
image_83.jpg,random_fixed_3,0.0938,0.2411,0.2664
image_83.jpg,random_fixed_6,0.2656,0.2321,0.4333
image_83.jpg,random_fixed_9,0.4531,0.3304,0.5818
image_84.jpg,random,0.0000,0.3125,0.1327
image_84.jpg,center_fixed,0.0625,0.1518,0.2190
image_84.jpg,boundary_fixed,0.6719,0.4821,0.7087
image_84.jpg,random_fixed_3,0.3281,0.2946,0.4517
image_84.jpg,random_fixed_6,0.1719,0.2054,0.3262
image_84.jpg,random_fixed_9,0.4062,0.3482,0.5321
image_85.jpg,random,0.0156,0.2679,0.2003
image_85.jpg,center_fixed,0.1094,0.2679,0.3235
image_85.jpg,boundary_fixed,0.5156,0.3929,0.5839
image_85.jpg,random_fixed_3,0.4375,0.3750,0.5688
image_85.jpg,random_fixed_6,0.3125,0.2857,0.5092
image_85.jpg,random_fixed_9,0.2969,0.2500,0.4784
image_86.jpg,random,0.0000,0.1518,0.7913
image_86.jpg,center_fixed,0.0781,0.1875,0.8661
image_86.jpg,boundary_fixed,0.5312,0.4464,0.9222
image_86.jpg,random_fixed_3,0.1094,0.1518,0.8968
image_86.jpg,random_fixed_6,0.1875,0.1875,0.8773
image_86.jpg,random_fixed_9,0.2031,0.1161,0.8750
image_87.jpg,random,0.0312,0.2411,0.5200
image_87.jpg,center_fixed,0.1250,0.2589,0.5791
image_87.jpg,boundary_fixed,0.6875,0.5714,0.7757
image_87.jpg,random_fixed_3,0.3750,0.2679,0.6640
image_87.jpg,random_fixed_6,0.2656,0.2768,0.6098
image_87.jpg,random_fixed_9,0.4062,0.3482,0.7011
image_88.jpg,random,0.0000,0.2054,0.1896
image_88.jpg,center_fixed,0.0781,0.1607,0.2763
image_88.jpg,boundary_fixed,0.6719,0.5536,0.7174
image_88.jpg,random_fixed_3,0.1094,0.1875,0.2733
image_88.jpg,random_fixed_6,0.0938,0.1250,0.2793
image_88.jpg,random_fixed_9,0.2969,0.2500,0.4287
image_89.jpg,random,0.0625,0.2321,0.1396
image_89.jpg,center_fixed,0.3750,0.3304,0.4294
image_89.jpg,boundary_fixed,0.7344,0.6339,0.7494
image_89.jpg,random_fixed_3,0.5156,0.3839,0.5619
image_89.jpg,random_fixed_6,0.6875,0.6071,0.7131
image_89.jpg,random_fixed_9,0.6562,0.5000,0.6828
image_9.jpg,random,0.0625,0.1875,0.5200
image_9.jpg,center_fixed,0.0312,0.1696,0.4623
image_9.jpg,boundary_fixed,0.5312,0.4375,0.7181
image_9.jpg,random_fixed_3,0.1875,0.2143,0.6324
image_9.jpg,random_fixed_6,0.2188,0.1429,0.5925
image_9.jpg,random_fixed_9,0.3594,0.2857,0.6575
image_90.jpg,random,0.0156,0.2321,0.2307
image_90.jpg,center_fixed,0.0625,0.1696,0.2700
image_90.jpg,boundary_fixed,0.5312,0.4643,0.6431
image_90.jpg,random_fixed_3,0.1250,0.1071,0.3514
image_90.jpg,random_fixed_6,0.2031,0.1964,0.4460
image_90.jpg,random_fixed_9,0.2656,0.2232,0.5015
image_91.jpg,random,0.0312,0.4464,0.4308
image_91.jpg,center_fixed,0.0938,0.3036,0.4757
image_91.jpg,boundary_fixed,0.8438,0.7679,0.9067
image_91.jpg,random_fixed_3,0.2188,0.2768,0.5162
image_91.jpg,random_fixed_6,0.5938,0.5089,0.7332
image_91.jpg,random_fixed_9,0.3750,0.4018,0.7094
image_92.jpg,random,0.0000,0.2054,0.3870
image_92.jpg,center_fixed,0.0312,0.2857,0.4766
image_92.jpg,boundary_fixed,0.6250,0.4821,0.7761
image_92.jpg,random_fixed_3,0.2812,0.2500,0.6586
image_92.jpg,random_fixed_6,0.2656,0.3839,0.5797
image_92.jpg,random_fixed_9,0.3750,0.3661,0.6970
image_93.jpg,random,0.2031,0.2857,0.4814
image_93.jpg,center_fixed,0.0938,0.1339,0.3931
image_93.jpg,boundary_fixed,0.5312,0.4732,0.7215
image_93.jpg,random_fixed_3,0.0469,0.0714,0.3749
image_93.jpg,random_fixed_6,0.1250,0.1518,0.4922
image_93.jpg,random_fixed_9,0.2500,0.1786,0.5182
image_94.jpg,random,0.0938,0.2143,0.5016
image_94.jpg,center_fixed,0.0938,0.2143,0.5016
image_94.jpg,boundary_fixed,0.5625,0.4286,0.7375
image_94.jpg,random_fixed_3,0.0625,0.2143,0.5119
image_94.jpg,random_fixed_6,0.2500,0.1786,0.5273
image_94.jpg,random_fixed_9,0.2500,0.1339,0.6252
image_95.jpg,random,0.0000,0.2679,0.5104
image_95.jpg,center_fixed,0.0312,0.1964,0.5755
image_95.jpg,boundary_fixed,0.5312,0.3839,0.8003
image_95.jpg,random_fixed_3,0.1719,0.2143,0.6660
image_95.jpg,random_fixed_6,0.2500,0.2857,0.6417
image_95.jpg,random_fixed_9,0.5000,0.3839,0.7861
image_96.jpg,random,0.0469,0.1607,0.2402
image_96.jpg,center_fixed,0.0469,0.1607,0.2402
image_96.jpg,boundary_fixed,0.6250,0.5268,0.6728
image_96.jpg,random_fixed_3,0.0938,0.1071,0.2560
image_96.jpg,random_fixed_6,0.2969,0.3036,0.4812
image_96.jpg,random_fixed_9,0.3125,0.2679,0.4721
image_97.jpg,random,0.0000,0.1607,0.1957
image_97.jpg,center_fixed,0.0469,0.1607,0.3805
image_97.jpg,boundary_fixed,0.5938,0.4911,0.7105
image_97.jpg,random_fixed_3,0.1406,0.1786,0.4162
image_97.jpg,random_fixed_6,0.1875,0.1964,0.4714
image_97.jpg,random_fixed_9,0.3906,0.2500,0.5967
image_98.jpg,random,0.1562,0.3214,0.4299
image_98.jpg,center_fixed,0.0469,0.1964,0.3051
image_98.jpg,boundary_fixed,0.6094,0.5179,0.6822
image_98.jpg,random_fixed_3,0.2969,0.3750,0.4557
image_98.jpg,random_fixed_6,0.3281,0.2768,0.5859
image_98.jpg,random_fixed_9,0.5469,0.4375,0.7123
image_99.jpg,random,0.0156,0.3482,0.4838
image_99.jpg,center_fixed,0.0312,0.2143,0.5067
image_99.jpg,boundary_fixed,0.6406,0.4911,0.8058
image_99.jpg,random_fixed_3,0.1719,0.2321,0.6267
image_99.jpg,random_fixed_6,0.2656,0.2232,0.6522
image_99.jpg,random_fixed_9,0.5625,0.4107,0.7968
